pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,st_age,sy_dist
MOA-2019-BLG-008L b,1,1,Microlensing,2022,MOA,,,12.2,5720.91133,,2700
MOA-2020-BLG-135L b,1,1,Microlensing,2022,MOA,,1.11,3.37,11.3,,7900
MOA-2020-BLG-208L b,1,1,Microlensing,2023,MOA,,2.74,7.71,46,,7490
MOA-2022-BLG-249L b,1,1,Microlensing,2023,MOA,,1.63,2.04,4.83,,2000
MOA-bin-1L b,1,1,Microlensing,2012,MOA,,8.3,13,1200,,5100
MOA-bin-29 b,1,1,Microlensing,2019,MOA,,0.48,14.1,190,,7120
MWC 758 c,1,1,Imaging,2023,Large Binocular Telescope Observatory,,100,,,0.004,159.537
MXB 1658-298 b,2,1,Eclipse Timing Variations,2017,Multiple Observatories,760,1.613,12,7532.571,,
NGC 2682 Sand 364 b,1,1,Radial Velocity,2014,Multiple Observatories,121.71,0.53,12.7,2126.2827,4.15,817.192
NGC 2682 Sand 978 b,1,1,Radial Velocity,2017,Multiple Observatories,511.21,,13.3,692.8694,,821.918
NGC 2682 YBP 1194 b,1,1,Radial Velocity,2014,Multiple Observatories,6.959,,12.3,101.7056,4.15,872.92
NGC 2682 YBP 1514 b,1,1,Radial Velocity,2014,Multiple Observatories,5.118,,14,127.132,4.15,914.221
NGC 2682 YBP 401 b,1,1,Radial Velocity,2016,La Silla Observatory,4.087,,14.3,146.2018,,830.822
NGTS-1 b,1,1,Transit,2017,Paranal Observatory,2.647298,0.0326,14.908,258.07796,,218.121
NGTS-10 b,1,1,Transit,2020,Paranal Observatory,0.7668944,0.0143,13.507,687.14846,10.4,324.6986504
NGTS-11 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),35.45533,0.201,9.158,109.33352,3.9,190.422
NGTS-12 b,1,1,Transit,2020,Paranal Observatory,7.532806,0.0757,11.747,66.10864,9.4,446.442
NGTS-13 b,1,1,Transit,2021,Paranal Observatory,4.119027,0.0549,12.801,1538.2972,4.23,647.595
NGTS-14 A b,2,1,Transit,2021,Paranal Observatory,3.5357173,0.0403,4.977,29.24036,5.9,322.148
NGTS-15 b,1,1,Transit,2021,Paranal Observatory,3.27623,0.0441,12.33,238.68913,3.28,786.485
NGTS-16 b,1,1,Transit,2021,Paranal Observatory,4.84532,0.0523,14.572,211.99155,10.29,898.168
NGTS-17 b,1,1,Transit,2021,Paranal Observatory,3.24253,0.0391,13.899,242.8209,9.22,1040.28
NGTS-18 b,1,1,Transit,2021,Paranal Observatory,3.05125,0.0448,13.563,129.99182,10.84,1096.19
NGTS-2 b,1,1,Transit,2018,Paranal Observatory,4.511164,0.063,17.878,235.1942,2.17,356.391
NGTS-20 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),54.18915,0.313,11.994,947.12865,4.1,382.898
NGTS-21 b,1,1,Transit,2022,Paranal Observatory,1.5433897,0.0236,14.908,750.07504,10.02,592.891
NGTS-23 b,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),4.0764326,0.0504,14.202,194.82881,6.39,1074.95
NGTS-24 b,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),3.4678796,0.0479,13.608,165.27077,4.77,683.062
NGTS-25 b,1,1,Transit,2022,Next-Generation Transit Survey (NGTS),2.823093,0.0388,11.467,203.09235,3.49,521.233
NGTS-3 A b,2,1,Transit,2018,Paranal Observatory,1.6753728,0.023,16.589,756.4354,,743.972
NGTS-4 b,1,1,Transit,2019,Paranal Observatory,1.3373508,0.019,3.18,20.6,,280.555
NGTS-5 b,1,1,Transit,2019,Paranal Observatory,3.3569866,0.0382,12.733,72.78307,,306.779
NGTS-6 b,1,1,Transit,2019,Paranal Observatory,0.882059,0.01677,14.863,425.57437,9.77,308.262
NGTS-8 b,1,1,Transit,2019,Paranal Observatory,2.4997,0.035,12.218,295.5819,12.48,428.976
NGTS-9 b,1,1,Transit,2019,Paranal Observatory,4.43527,0.058,11.994,921.707,0.96,609.128
NN Ser c,2,2,Eclipse Timing Variations,2010,Multiple Observatories,5573.55,5.35,12.6,2329.6,,515.818
NN Ser d,2,2,Eclipse Timing Variations,2010,Multiple Observatories,2883.5,3.43,13.3,731,,515.818
NSVS 14256825 b,2,1,Eclipse Timing Variations,2019,Multiple Observatories,3225,3.12,12.3,4497.2945,,820.877
NY Vir b,2,2,Eclipse Timing Variations,2011,Multiple Observatories,3160,3.3,13.3,730.978,,544.024
NY Vir c,2,2,Eclipse Timing Variations,2019,Winer Observatory,8799,,12.8,1760.7782,,544.024
OGLE-2003-BLG-235L b,1,1,Microlensing,2004,OGLE,,4.3,13.2,830,,5800
OGLE-2005-BLG-071L b,1,1,Microlensing,2005,OGLE,,3.6,13,1200,,3200
OGLE-2005-BLG-169L b,1,1,Microlensing,2006,OGLE,,3.5,3.84,14.1,,4100
OGLE-2005-BLG-390L b,1,1,Microlensing,2005,OGLE,3285,2.6,2.21,5.5,,6600
OGLE-2006-BLG-109L b,1,2,Microlensing,2008,OGLE,1788.5,2.3,14,231,,1510
OGLE-2006-BLG-109L c,1,2,Microlensing,2008,OGLE,4927.5,4.5,11.1,86,,1510
OGLE-2006-BLG-284L A b,2,1,Microlensing,2020,OGLE,,2.17,14.3,144,,4000
OGLE-2007-BLG-349L AB c,2,1,Microlensing,2016,OGLE,2557,2.59,10.7,80,,2760
OGLE-2007-BLG-368L b,1,1,Microlensing,2009,OGLE,,2.8,4.72,20,,5900
OGLE-2008-BLG-092L b,2,1,Microlensing,2014,OGLE,,15,8.74,57,,8100
OGLE-2008-BLG-355L b,1,1,Microlensing,2014,OGLE,,1.7,12.9,1500,,6800
OGLE-2011-BLG-0173L b,1,1,Microlensing,2018,OGLE,,8,9.01,60,,6100
OGLE-2011-BLG-0251L b,1,1,Microlensing,2012,OGLE,,2.72,14.2,170,,2570
OGLE-2011-BLG-0265L b,1,1,Microlensing,2015,OGLE,,1.89,13.9,280,,4380
OGLE-2012-BLG-0026L b,1,2,Microlensing,2012,OGLE,,4,7.72,46.1,5,4019
OGLE-2012-BLG-0026L c,1,2,Microlensing,2012,OGLE,,4.8,13.9,270,5,4019
OGLE-2012-BLG-0358L b,1,1,Microlensing,2013,OGLE,,0.87,13.4,588,,1760
OGLE-2012-BLG-0406L b,1,1,Microlensing,2013,OGLE,,3.45,13.2,868,,4970
OGLE-2012-BLG-0563L b,1,1,Microlensing,2015,OGLE,,0.74,13.6,120,,1300
OGLE-2012-BLG-0724L b,1,1,Microlensing,2016,OGLE,,1.6,14.3,150,,6700
OGLE-2012-BLG-0838L b,1,1,Microlensing,2020,OGLE,,4.43,8.39,53.1,,6320
OGLE-2012-BLG-0950L b,1,1,Microlensing,2016,OGLE,,2.6,6.56,35,,2600
OGLE-2013-BLG-0102L b,1,1,Microlensing,2014,OGLE,,0.8,12.3,4100,,3040
OGLE-2013-BLG-0132L b,1,1,Microlensing,2017,OGLE,,3.6,11.6,92,,3900
OGLE-2013-BLG-0341L B b,2,1,Microlensing,2014,OGLE,,0.702,1.16,1.66,,911
OGLE-2013-BLG-0911L b,1,1,Microlensing,2019,OGLE,,0.39,12.5,3020,,3220
OGLE-2013-BLG-1721L b,1,1,Microlensing,2017,OGLE,,2.6,14.1,200,,6300
OGLE-2013-BLG-1761L b,1,1,Microlensing,2018,OGLE,,1.8,13.2,860,,6900
OGLE-2014-BLG-0124L b,1,1,Microlensing,2015,OGLE,,3.48,14.1,206.58846,,3500
OGLE-2014-BLG-0319L b,1,1,Microlensing,2022,OGLE,,3.49,14.1,181.16219,,7730
OGLE-2014-BLG-0676L b,1,1,Microlensing,2016,OGLE,,4.53,13,1169.60854,,2670
OGLE-2014-BLG-1722L b,1,2,Microlensing,2018,OGLE,,1.5,8.59,55.3,,6400
OGLE-2014-BLG-1722L c,1,2,Microlensing,2018,OGLE,,1.7,11,83.7,,6400
OGLE-2014-BLG-1760L b,1,1,Microlensing,2016,OGLE,,1.75,14.2,180,,6860
OGLE-2015-BLG-0051L b,1,1,Microlensing,2016,OGLE,,0.73,14,230,,8200
OGLE-2015-BLG-0954L b,1,1,Microlensing,2016,KMTNet,,1.6,13.1,1100,,1200
OGLE-2015-BLG-0966L b,1,1,Microlensing,2016,OGLE,,2.7,4.86,21,,3300
OGLE-2015-BLG-1649L b,1,1,Microlensing,2019,OGLE,,2.07,13.2,807,,4230
OGLE-2015-BLG-1670L b,1,1,Microlensing,2019,OGLE,,2.62,4.42,17.9,,6700
OGLE-2015-BLG-1771L b,1,1,Microlensing,2020,OGLE,,0.85,14.3,138,,7070
OGLE-2016-BLG-0263L b,1,1,Microlensing,2017,OGLE,,5.4,13,1300,,6500
OGLE-2016-BLG-0613L AB b,2,1,Microlensing,2017,OGLE,,6.4,13,1330,,3410
OGLE-2016-BLG-1067L b,1,1,Microlensing,2019,OGLE,,1.7,14.3,140,,3730
OGLE-2016-BLG-1093 b,1,1,Microlensing,2022,OGLE,,2.13,14,225.65817,,8120
OGLE-2016-BLG-1190L b,1,1,Microlensing,2017,OGLE,1220,2.17,12.3,4253,,6770
OGLE-2016-BLG-1195L b,1,1,Microlensing,2017,OGLE,,1.16,1.11,1.43,,3910
OGLE-2016-BLG-1227L b,1,1,Microlensing,2020,OGLE,,3.4,13.9,250,,
OGLE-2017-BLG-0173L b,1,1,Microlensing,2018,OGLE,,3.913,1.62,3.269,,4705
OGLE-2017-BLG-0373L b,1,1,Microlensing,2018,OGLE,,2.424,14,127,,5915
OGLE-2017-BLG-0406L b,1,1,Microlensing,2020,OGLE,,3.5,14.2,130,,5200
OGLE-2017-BLG-0482L b,1,1,Microlensing,2018,OGLE,,1.8,2.95,9,,5800
OGLE-2017-BLG-0604L b,1,1,Microlensing,2020,OGLE,,4.06,14.2,160,,3950
OGLE-2017-BLG-1049L b,1,1,Microlensing,2020,OGLE,,3.92,12.8,1760,,5670
OGLE-2017-BLG-1099L b,1,1,Microlensing,2021,OGLE,,2.73,13.1,959.84179,,7250
OGLE-2017-BLG-1140L b,1,1,Microlensing,2018,OGLE,,1.02,13.5,505,,
OGLE-2017-BLG-1375L b,1,1,Microlensing,2020,OGLE,,3.04,12.4,3585,,3930
OGLE-2017-BLG-1434L b,1,1,Microlensing,2018,OGLE,,1.18,1.94,4.43,,860
OGLE-2017-BLG-1522L b,1,1,Microlensing,2018,OGLE,,0.59,14,240,,7490
OGLE-2017-BLG-1691L b,1,1,Microlensing,2022,OGLE,,2.41,3.92,14.62011,,7290
OGLE-2017-BLG-1806L b,1,1,Microlensing,2023,OGLE,,1.75,2.15,5.27,,6400
OGLE-2018-BLG-0298L b,1,1,Microlensing,2022,OGLE,,2.86,7.56,44.49598,,6540
OGLE-2018-BLG-0383L b,1,1,Microlensing,2022,OGLE,,1.8,2.41,6.4,,7700
OGLE-2018-BLG-0506L b,1,1,Microlensing,2022,OGLE,,3,4.18,16.3,,5600
OGLE-2018-BLG-0516L b,1,1,Microlensing,2022,OGLE,,2.2,4.73,20.1,,7000
OGLE-2018-BLG-0532L b,1,1,Microlensing,2020,OGLE,,1.064,2.37,6.228,,773
OGLE-2018-BLG-0567L b,1,1,Microlensing,2021,OGLE,,2.72,12.3,101.70509,,7060
OGLE-2018-BLG-0596L b,1,1,Microlensing,2019,OGLE,,0.97,3.81,13.93,,5650
OGLE-2018-BLG-0677L b,1,1,Microlensing,2020,OGLE,,0.63,1.82,3.96,,7580
OGLE-2018-BLG-0740L b,1,1,Microlensing,2019,OGLE,5480,5,12.9,1500,,3200
OGLE-2018-BLG-0799L b,1,1,Microlensing,2022,OGLE,,1.28,10.9,82.63539,,4050
OGLE-2018-BLG-0932L b,1,1,Microlensing,2022,KMTNet,,1.75,13.9,282.86728,,6620
OGLE-2018-BLG-0962L b,1,1,Microlensing,2021,OGLE,,3.59,13.6,425.89007,,6500
OGLE-2018-BLG-0977L b,1,1,Microlensing,2022,OGLE,,2,2.41,6.4,,6500
OGLE-2018-BLG-1011L b,1,2,Microlensing,2019,OGLE,,1.8,13.5,570,,7100
OGLE-2018-BLG-1011L c,1,2,Microlensing,2019,OGLE,,0.8,13.2,890,,7100
OGLE-2018-BLG-1119L b,1,1,Microlensing,2022,OGLE,,4.06,13.9,289.22385,,5760
OGLE-2018-BLG-1126L b,1,1,Microlensing,2022,KMTNet,,3.23,4.41,17.79839,,5700
OGLE-2018-BLG-1185L b,1,1,Microlensing,2021,OGLE,,1.54,2.83,8.4,,7400
OGLE-2018-BLG-1212L b,1,1,Microlensing,2022,KMTNet,,1.68,9.32,63.56568,,1550
OGLE-2018-BLG-1269L b,1,1,Microlensing,2020,OGLE,,4.51,14.1,210,,2510
OGLE-2018-BLG-1367L b,1,1,Microlensing,2022,KMTNet,,1.21,13.8,301.93699,,5370
OGLE-2018-BLG-1428L b,1,1,Microlensing,2021,OGLE,,3.3,14,240,,6220
OGLE-2018-BLG-1647L b,1,1,Microlensing,2022,KMTNet,,1.36,13.8,308.29355,,7880
OGLE-2018-BLG-1700L b,2,1,Microlensing,2020,OGLE,,2.8,12.9,1400,,7600
OGLE-2019-BLG-0249L b,1,1,Microlensing,2023,OGLE,,1.84,12.7,2262.93826,,6370
OGLE-2019-BLG-0299L b,1,1,Microlensing,2021,OGLE,,2.8,12.7,1976.89269,,5830
OGLE-2019-BLG-0304L b,2,1,Microlensing,2021,OGLE,,1.23,14.2,162.09249,,6980
OGLE-2019-BLG-0362L b,1,1,Microlensing,2022,OGLE,,2.18,13.1,1036.12061,,5830
OGLE-2019-BLG-0468L b,1,2,Microlensing,2022,OGLE,,3.29,13.1,1090.15144,,4400
OGLE-2019-BLG-0468L c,1,2,Microlensing,2022,OGLE,,2.77,12.5,3248.20632,,4400
OGLE-2019-BLG-0679L b,1,1,Microlensing,2023,OGLE,,6.99,13.1,1061.54688,,5630
OGLE-2019-BLG-0954L b,1,1,Microlensing,2021,OGLE,,2.65,12.3,4513.16338,,3630
OGLE-2019-BLG-0960L b,1,1,Microlensing,2021,OGLE,,1.9,1.39,2.5,,980
OGLE-2019-BLG-1053L b,1,1,Microlensing,2021,KMTNet,,3.4,1.38,2.48,,6800
OGLE-2019-BLG-1180L b,1,1,Microlensing,2023,OGLE,,5.19,13.5,555.24623,,6070
OGLE-2019-BLG-1470L AB c,2,1,Microlensing,2022,OGLE,,3.2,13.3,699.2225,,5900
OGLE-2019-BLG-1492L b,1,1,Microlensing,2022,OGLE,,2.7,6.79,37.1,,5600
OGLE-TR-10 b,1,1,Transit,2004,OGLE,3.101278,0.0434,14.011,197.046,3.1,1344.97
OGLE-TR-111 b,1,1,Transit,2004,OGLE,4.0144463,0.0473,11.422,174.799,8.8,1068.33
OGLE-TR-113 b,1,1,Transit,2004,OGLE,1.4324752,0.02289,12.251,400.449,13.2,566.459
OGLE-TR-132 b,1,1,Transit,2004,OGLE,1.689868,0.03035,13.45,375.02,1.2,2012.62
OGLE-TR-182 b,1,1,Transit,2007,OGLE,3.9791,0.051,12.666,320.995,4.3,2501.75
OGLE-TR-211 b,1,1,Transit,2007,OGLE,3.67724,0.051,15.244,327.351,2.6,1515.26
OGLE-TR-56 b,1,1,Transit,2002,OGLE,1.2119189,0.02383,15.278,441.77,3,282.8391387
OGLE2-TR-L9 b,1,1,Transit,2008,OGLE,2.4855335,0.0308,18.046,1430.175,1,1627.63
Oph 11 b,1,1,Imaging,2006,Gemini Observatory,7300000,243,12.3,4449.62,5,136.165592
PDS 70 b,1,2,Imaging,2018,Paranal Observatory,43500,20,30.488,953.49,0.005,113.064
PDS 70 c,1,2,Imaging,2019,European Southern Observatory,,34,22.866,635.66,0.005,113.064
PH1 b,4,1,Transit,2012,Kepler,138.317,0.652,6.18,169,2,1033.16
PH2 b,1,1,Transit,2013,Kepler,282.5255,0.828,10.12,25426.4,2.04,343.863
POTS-1 b,1,1,Transit,2013,La Silla Observatory,3.1606296,0.03734,10.548,734.16,,747.959
PSR B0329+54 b,1,1,Pulsar Timing,2017,Multiple Facilities,10140,10.26,1.22,1.97,,504.9331206
PSR B1257+12 b,1,3,Pulsar Timing,1994,Arecibo Observatory,25.262,0.19,0.338,0.02,3,600
PSR B1257+12 c,1,3,Pulsar Timing,1992,Arecibo Observatory,66.5419,0.36,1.91,4.3,3,600
PSR B1257+12 d,1,3,Pulsar Timing,1992,Arecibo Observatory,98.2114,0.46,1.8,3.9,3,600
PSR B1620-26 b,2,1,Pulsar Timing,2003,Hubble Space Telescope,,23,13.3,794.575,,
PSR J1719-1438 b,1,1,Pulsar Timing,2011,Parkes Observatory,0.09070629,0.0044,,382.8,12.5,1200
PSR J2322-2650 b,1,1,Pulsar Timing,2017,Parkes Observatory,0.322964,0.0102,13.9,252.64307,,230
PZ Tel b,1,1,Imaging,2023,W. M. Keck Observatory,44000,27,11.9,8581.36699,0.2,47.0648
Pr0201 b,1,1,Radial Velocity,2012,Fred Lawrence Whipple Observatory,4.4264,0.06,14.2,171.6282,,180.64
Pr0211 b,2,2,Radial Velocity,2012,Fred Lawrence Whipple Observatory,2.1461,0.03176,13.4,597.5204,0.578,182.714
Pr0211 c,2,2,Radial Velocity,2016,Roque de los Muchachos Observatory,4850,5.5,12.6,2475.8957,0.578,182.714
Proxima Cen b,3,1,Radial Velocity,2016,European Southern Observatory,11.1868,0.04856,1.03,1.07,,1.30119
Qatar-1 b,1,1,Transit,2010,Qatar,1.4200242,0.02332,12.812,411.27202,1.19,185.615
Qatar-10 b,1,1,Transit,2019,Qatar,1.645321,0.0286,17.295,233.92288,3.2,559.068
Qatar-2 b,1,1,Transit,2011,Qatar,1.33711647,0.02153,14.056,792.635,5,181.374
Qatar-3 b,1,1,Transit,2017,Qatar,2.5079204,0.03783,12.285,1369.8473,0.31,735.601
Qatar-4 b,1,1,Transit,2017,Qatar,1.8053564,0.02803,12.722,1938.763,0.17,329.036
Qatar-5 b,1,1,Transit,2017,Qatar,2.8792319,0.04127,12.408,1373.0256,0.53,367.658
Qatar-6 b,2,1,Transit,2017,Qatar,3.506195,0.0423,11.904,212.31044,1.02,100.848
Qatar-7 b,1,1,Transit,2019,Qatar,2.032046,0.0352,19.055,597.5204,1.69,705.981
Qatar-8 b,1,1,Transit,2019,Qatar,3.71495,0.0474,14.404,117.91493,8.3,281.498
Qatar-9 b,1,1,Transit,2019,Qatar,1.540731,0.0234,11.31,378.2177,7.5,213.771
ROXs 12 b,2,1,Imaging,2013,W. M. Keck Observatory,,210,12.2,5085,0.008,136.65
ROXs 42 B b,2,1,Imaging,2013,Multiple Observatories,,157,12.5,2860,0.003,143.59
RR Cae b,2,1,Eclipse Timing Variations,2012,Leoncito Astronomical Complex,4343.5,5.3,13,1334.886,,21.1916
Ross 128 b,1,1,Radial Velocity,2017,La Silla Observatory,9.8658,0.0496,1.11,1.4,5,3.37454
Ross 458 c,2,1,Imaging,2010,Las Campanas Observatory,,1100,14.011,1906.98,0.5,11.5094
Ross 508 b,1,1,Radial Velocity,2022,Subaru Telescope,10.77,0.05366,1.83,4,,11.2103
SR 12 AB c,2,1,Imaging,2010,Infrared Survey Facility,,,12.3,4131.62,0.002,112.3172158
SWEEPS-11 b,1,1,Transit,2006,Hubble Space Telescope,1.796,0.03,12.666,3082.82,,8500
SWEEPS-4 b,1,1,Transit,2006,Hubble Space Telescope,4.2,0.055,9.079,1207.7,,8500
TAP 26 b,1,1,Radial Velocity,2017,Multiple Facilities,10.79,0.0968,13.5,527.5978,0.017,121.402
TCP J05074264+2447555 b,1,1,Microlensing,2018,Multiple Observatories,,0.94,4.72,20,,505
TIC 172900988 b,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),200.452,0.90281,11.25,942,3.1,250.956
TIC 237913194 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.168865,0.1207,12.52,617.22586,5.7,306.063
TIC 257060897 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.660028,0.051,16.701,212.94503,3.47,505.703
TIC 279401253 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),76.8,0.369,11.209,1951.46642,1.2,285.584
TIC 279401253 c,1,2,Transit,2023,Multiple Observatories,155.3,0.591,12.6,2548.98382,1.2,285.584
TOI-1052 b,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),9.139703,0.09103,2.87,16.9,2.3,129.804
TOI-1052 c,1,2,Radial Velocity,2023,Multiple Observatories,35.806,0.2263,6.48,34.3,2.3,129.804
TOI-1062 b,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.11296,0.052,2.265,10.15,2.5,82.1733
TOI-1062 c,1,2,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),7.972,0.08,3.1,9.78,2.5,82.1733
TOI-1064 b,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.443868,0.06152,2.587,13.5,9.4,68.0726
TOI-1064 c,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.226574,0.09429,2.651,2.5,9.4,68.0726
TOI-1075 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.6047328,0.01159,1.791,9.95,6,61.4592
TOI-1107 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.0782387,0.0561,14.572,1064.72516,2.6,281.314
TOI-1130 b,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.066499,0.04394,3.65,12.9,8.2,58.2609
TOI-1130 c,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.350381,0.07098,16.814,309.56642,8.2,58.2609
TOI-1136 b,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.17278,,1.9,4.27,0.7,84.5362
TOI-1136 c,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),6.25725,,2.879,8.64,0.7,84.5362
TOI-1136 d,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.51937,,4.627,19.3,0.7,84.5362
TOI-1136 e,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),18.7992,,2.639,7.46,0.7,84.5362
TOI-1136 f,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),26.3162,,3.88,14.3,0.7,84.5362
TOI-1136 g,1,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),39.5387,,2.53,6.94,0.7,84.5362
TOI-1181 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.103195,,14.572,375.03752,2.59,302.819
TOI-1194 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),2.310644,0.03428,8.597,144.92975,,149.667
TOI-1201 b,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.4919863,0.0287,2.415,6.28,,37.8871
TOI-122 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.07803,0.0392,2.72,7.85,2,62.118
TOI-1221 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),91.68278,0.387,2.91,1112.39942,10,138.411
TOI-1227 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),27.36397,0.0886,9.572,66.5,0.011,100.641
TOI-1231 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),24.245586,0.1288,3.65,15.4,,27.6227
TOI-1235 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.444714,0.03845,1.69,6.69,5.3,39.6345
TOI-1246 b,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),4.30744,0.049,3.01,8.1,,169.422
TOI-1246 c,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),5.904144,0.061,2.51,8.8,,169.422
TOI-1246 d,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),18.6559,0.131,3.51,5.3,,169.422
TOI-1246 e,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),37.9216,0.211,3.78,14.8,,169.422
TOI-125 b,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),4.65382,0.05186,2.726,9.5,6.8,111.059
TOI-125 c,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),9.15059,0.0814,2.759,6.63,6.8,111.059
TOI-125 d,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),19.98,0.137,2.93,13.6,6.8,111.059
TOI-1259 A b,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.477978,0.0407,11.456,140.16233,4.8,118.106
TOI-1260 b,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.127463,0.0367,2.41,8.56,6.7,73.5977
TOI-1260 c,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),7.493134,0.0657,2.76,13.2,6.7,73.5977
TOI-1260 d,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),16.608164,0.1116,3.12,11.84,6.7,73.5977
TOI-1266 b,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.894843,0.0736,2.37,13.5,7.9,36.0118
TOI-1266 c,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),18.80151,0.1058,1.56,2.2,7.9,36.0118
TOI-1268 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),8.1577094,0.0711,9.1,96.4,0.245,109.557
TOI-1272 b,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.31599,0.0412,4.14,24.6,3.65,137.572
TOI-1272 c,1,2,Radial Velocity,2022,W. M. Keck Observatory,8.689,0.0783,5.59,26.7,3.65,137.572
TOI-1278 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.47567,0.095,12.218,5879.82553,,75.5759
TOI-1288 b,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.699835,0.0429,5.24,42,12.1,114.865
TOI-1288 c,1,2,Radial Velocity,2022,Multiple Observatories,443,,11,84,12.1,114.865
TOI-1296 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.9443715,0.0497,13.798,94.71287,6.9,323.265
TOI-1298 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.537164,0.059,9.427,113.14691,1.6,319.036
TOI-132 b,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),2.1097019,0.026,3.42,22.4,6.34,163.678
TOI-1333 b,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.720219,0.0626,15.648,753.2571,2.33,200.492
TOI-1338 b,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),95.174,0.4607,6.85,33,4.4,399.017
TOI-1338 c,2,2,Radial Velocity,2023,Multiple Observatories,215.5,0.794,9.46,65.2,4.4,399.017
TOI-139 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),11.07085,,2.457,6.6,,42.4061
TOI-1408 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),4.424711,0.05804,16.813,537.13001,,139.484
TOI-1411 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1.4520358,0.023,1.36,2.42,,32.4778
TOI-1416 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1.0697568,0.019,1.62,3.48,6.9,55.0135
TOI-1420 b,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.9561063,0.071,11.89,25.1,10.7,201.918
TOI-1422 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.9972,0.108,3.96,9,5.1,155.141
TOI-1431 b,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.650237,0.046,16.701,991.62463,0.29,148.925
TOI-1442 b,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0.4090677,0.0071,1.17,1.71,,41.1659
